year,county,waterbody,town,month,number,species,size_inches
2022,Essex,Lower Preston Pond,Newcomb,October,900,Brook Trout,4.5
2022,Essex,Moose Pond,Newcomb,October,5900,Brook Trout,4.5
2022,Essex,Shaw Pond,Newcomb,October,630,Brook Trout,4.5
2022,Essex,Upper Preston Pond,Newcomb,October,900,Brook Trout,4.5
2022,Essex,Ward Pond,Newcomb,May,130,Brown Trout,8.5
2022,Essex,Winslow Pond,Newcomb,September,60,Rainbow Trout,16.0
2022,Tioga,East Branch Owego Creek,"Newark Valley, Owego",March,880,Brown Trout,9.0
2022,Tioga,East Branch Owego Creek,"Newark Valley, Owego",March,90,Brown Trout,13.5
2022,Albany,Vly Creek,New Scotland,April,320,Brown Trout,9.0
2022,Albany,Vly Creek,New Scotland,April,40,Brown Trout,13.5
2022,Otsego,Gilbert Lake,New Lisbon,November,1200,Brook Trout,7.0
2022,Otsego,Gilbert Lake,New Lisbon,April,100,Brown Trout,13.0
2022,Otsego,Gilbert Lake,New Lisbon,April,600,Rainbow Trout,9.0
2022,Columbia,Kinderhook Creek,New Lebanon,April,870,Rainbow Trout,9.0
2022,Columbia,Kinderhook Creek,New Lebanon,March,870,Rainbow Trout,9.0
2022,Columbia,Kinderhook Creek,New Lebanon,April,620,Rainbow Trout,9.5
2022,Columbia,Kinderhook Creek,New Lebanon,May,1120,Rainbow Trout,9.5
2022,Columbia,Kinderhook Creek,New Lebanon,April,100,Rainbow Trout,11.5
2022,Columbia,Kinderhook Creek,New Lebanon,March,110,Rainbow Trout,11.5
2022,Columbia,Kinderhook Creek,New Lebanon,April,100,Rainbow Trout,12.0
2022,Columbia,Kinderhook Creek,New Lebanon,May,100,Rainbow Trout,12.5
2022,Allegany,Rushford Camp Pond,New Hudson,May,150,Rainbow Trout,9.5
2022,Oneida,Sauquoit Creek,New Hartford,April,2590,Brown Trout,10.0
2022,Oneida,Sauquoit Creek,New Hartford,April,290,Brown Trout,14.0
2022,Lewis,Black Creek,New Bremen,June,850,Brook Trout,8.5
2022,Chenango,Mill Brook Reservoir,New Berlin,April,150,Brown Trout,13.5
2022,Chenango,Mill Brook Reservoir,New Berlin,April,2000,Rainbow Trout,9.5
2022,Cattaraugus,New Albion Lake,New Albion,April,2380,Brown Trout,9.0
2022,Cattaraugus,New Albion Lake,New Albion,April,300,Brown Trout,13.5
2022,Cattaraugus,New Albion Lake,New Albion,April,2100,Rainbow Trout,9.0
2022,Sullivan,Chestnut Creek,Neversink,April,460,Brown Trout,9.0
2022,Sullivan,Chestnut Creek,Neversink,April,50,Brown Trout,13.0
2022,Sullivan,Neversink Reservoir,Neversink,May,3000,Landlocked Salmon,6.5
2022,Sullivan,Willowemoc Creek,Neversink,April,720,Brown Trout,9.0
2022,Sullivan,Willowemoc Creek,Neversink,May,2160,Brown Trout,9.0
2022,Sullivan,Willowemoc Creek,Neversink,April,80,Brown Trout,13.0
2022,Sullivan,Willowemoc Creek,Neversink,May,240,Brown Trout,13.0
2022,Rensselaer,Kinderhook Creek,Nassau,April,1020,Brown Trout,5.0
2022,Rensselaer,Kinderhook Creek,Nassau,March,1020,Brown Trout,5.0
2022,Rensselaer,Kinderhook Creek,Nassau,April,1020,Brown Trout,5.5
2022,Rensselaer,Kinderhook Creek,Nassau,May,1020,Brown Trout,5.5
2022,Rensselaer,Kinderhook Creek,Nassau,April,1020,Brown Trout,6.5
2022,Rensselaer,Kinderhook Creek,Nassau,March,1020,Brown Trout,6.5
2022,Rensselaer,Kinderhook Creek,Nassau,April,1020,Brown Trout,7.0
2022,Rensselaer,Kinderhook Creek,Nassau,May,1020,Brown Trout,7.0
2022,Rensselaer,Kinderhook Creek,Nassau,April,230,Brown Trout,13.0
2022,Rensselaer,Kinderhook Creek,Nassau,May,230,Brown Trout,13.0
2022,Rensselaer,Kinderhook Creek,Nassau,April,230,Brown Trout,13.5
2022,Rensselaer,Kinderhook Creek,Nassau,March,230,Brown Trout,13.5
2022,Broome,Greenwood Lake,Nanticoke,April,2000,Rainbow Trout,9.5
2022,Essex,Mckenzie Pond,"N. Elba, St. Armand",May,240,Landlocked Salmon,6.5
2022,Chenango,Jeffrey Pond,N Norwich,November,500,Brook Trout,7.0
2022,Chenango,Jeffrey Pond,N Norwich,April,1100,Brook Trout,9.5
2022,Chautauqua,Goose Creek,"N Harmony, Harmony",April,730,Brown Trout,9.5
2022,Chautauqua,Goose Creek,"N Harmony, Harmony",May,730,Brown Trout,9.5
2022,Chautauqua,Goose Creek,"N Harmony, Harmony",April,160,Brown Trout,13.5
2022,Chautauqua,Goose Creek,"N Harmony, Harmony",April,80,Brown Trout,14.0
2022,Chautauqua,Goose Creek,"N Harmony, Harmony",May,80,Brown Trout,14.0
2022,Chautauqua,Goose Creek,"N Harmony, Harmony",April,1460,Rainbow Trout,9.0
2022,Westchester,Pocantico River,Mount Pleasant,March,340,Brown Trout,9.0
2022,Westchester,Pocantico River,Mount Pleasant,March,40,Brown Trout,13.5
2022,St Lawrence,Black Lake,Morristown,April,27000000,Walleye,0.0
2022,Essex,Bartlett Pond,Moriah,May,300,Brown Trout,12.0
2022,Essex,Brother Ponds,Moriah,September,500,Brook Trout,4.5
2022,Essex,Eagles Nest Pond,Moriah,September,300,Brook Trout,4.5
2022,Essex,Ensign Pond,Moriah,May,300,Brown Trout,12.0
2022,Essex,Grove Brook,Moriah,April,100,Rainbow Trout,13.0
2022,Essex,Lake Champlain,Moriah,May,4250,Brown Trout,9.0
2022,Essex,McKenzie Brook,Moriah,May,300,Brook Trout,8.0
2022,Essex,Mill Brook,Moriah,April,670,Brown Trout,9.0
2022,Essex,Mill Brook,Moriah,June,200,Brown Trout,12.0
2022,Essex,Mill Brook,Moriah,April,70,Brown Trout,13.5
2022,Essex,Roes Pond,Moriah,May,200,Brown Trout,12.0
2022,Essex,Roes Pond,Moriah,May,800,Rainbow Trout,13.0
2022,Essex,Roes Pond,Moriah,May,200,Rainbow Trout,17.0
2022,Essex,Roe's Pond,Moriah,April,170,Brown Trout,9.0
2022,Hamilton,Ale Pond,Morehouse,September,450,Brook Trout,4.0
2022,Hamilton,Bear Lake,Morehouse,September,400,Brook Trout,4.0
2022,Hamilton,Beaverdam Pond,Morehouse,September,200,Brook Trout,4.0
2022,Hamilton,Big Rock Lake,Morehouse,September,2500,Brook Trout,4.0
2022,Hamilton,Black Creek Lake,Morehouse,September,400,Brook Trout,4.0
2022,Hamilton,Bochen Lake,Morehouse,September,550,Brook Trout,4.0
2022,Hamilton,Buck Pond,Morehouse,September,400,Brook Trout,4.0
2022,Hamilton,Castor Pond,Morehouse,September,450,Brook Trout,4.0
2022,Hamilton,Debraine Lake,Morehouse,September,400,Brook Trout,4.0
2022,Hamilton,Falls Pond,Morehouse,September,700,Brook Trout,4.5
2022,Hamilton,Feullard Lake,Morehouse,September,150,Brook Trout,4.0
2022,Hamilton,Icehouse Pond,Morehouse,September,500,Brook Trout,4.0
2022,Hamilton,Indian Lake,Morehouse,September,2250,Brook Trout,4.5
2022,Hamilton,Indian Lake,Morehouse,November,20000,Brook Trout,6.5
2022,Hamilton,Little Rock Lake,Morehouse,September,300,Brook Trout,4.0
2022,Hamilton,Long Lake,Morehouse,September,1000,Brook Trout,4.0
2022,Hamilton,Metcalf Lake,Morehouse,September,2800,Brook Trout,4.0
2022,Hamilton,Middle Metcalf Chain Lake,Morehouse,September,400,Brook Trout,4.0
2022,Hamilton,Misery Pond,Morehouse,September,450,Brook Trout,4.0
2022,Hamilton,Moose River,Morehouse,May,940,Brook Trout,9.0
2022,Hamilton,Northrup Lake,Morehouse,September,400,Brook Trout,4.0
2022,Hamilton,Oilslick Pond,Morehouse,September,150,Brook Trout,4.0
2022,Hamilton,Otter Brook,Morehouse,June,790,Brook Trout,9.0
2022,Hamilton,Pea Pond,Morehouse,September,200,Brook Trout,4.0
