year,county,waterbody,town,month,number,species,size_inches
2021,Delaware,Delaware River West Branch,Delhi,May,870,Brown Trout,8.8
2021,Delaware,Delaware River West Branch,Delhi,May,100,Brown Trout,14.1
2021,Delaware,Delaware River West Branch,Delhi,May,750,Brown Trout,8.8
2021,Delaware,Delaware River West Branch,Delhi,May,80,Brown Trout,14.1
2021,Delaware,Delaware River West Branch,Hamden Walton,April,150,Brown Trout,13.2
2021,Delaware,Delaware River West Branch,Hamden Walton,April,1330,Brown Trout,8.8
2021,Delaware,Delaware River West Branch,Hamden Walton,April,150,Brown Trout,13.4
2021,Delaware,Delaware River West Branch,Hamden Walton,April,1330,Brown Trout,8.8
2021,Delaware,Delaware River West Branch,Hamden Walton,May,1330,Brown Trout,8.9
2021,Delaware,Delaware River West Branch,Hamden Walton,May,1330,Brown Trout,8.8
2021,Delaware,Delaware River West Branch,Hamden Walton,May,250,Brown Trout,13.1
2021,Delaware,Delaware River West Branch,Hamden Walton,May,150,Brown Trout,14.1
2021,Delaware,Delaware River West Branch,Harpersfield,April,70,Brown Trout,13.4
2021,Delaware,Delaware River West Branch,Harpersfield,April,640,Brown Trout,8.8
2021,Delaware,Delaware River West Branch,Harpersfield,April,640,Brown Trout,8.8
2021,Delaware,Delaware River West Branch,Harpersfield,April,70,Brown Trout,13.2
2021,Delaware,Delaware River West Branch,Harpersfield,May,640,Brown Trout,8.9
2021,Delaware,Delaware River West Branch,Harpersfield,May,120,Brown Trout,13.1
2021,Delaware,Delaware River West Branch,Harpersfield,May,640,Brown Trout,8.8
2021,Delaware,Delaware River West Branch,Harpersfield,May,70,Brown Trout,14.1
2021,Delaware,Delaware River West Branch,Kortright,April,20,Brown Trout,13.4
2021,Delaware,Delaware River West Branch,Kortright,April,210,Brown Trout,8.8
2021,Delaware,Delaware River West Branch,Kortright,April,20,Brown Trout,13.2
2021,Delaware,Delaware River West Branch,Kortright,April,210,Brown Trout,8.8
2021,Delaware,Delaware River West Branch,Kortright,May,40,Brown Trout,13.1
2021,Delaware,Delaware River West Branch,Kortright,May,210,Brown Trout,8.9
2021,Delaware,Delaware River West Branch,Kortright,May,210,Brown Trout,8.8
2021,Delaware,Delaware River West Branch,Kortright,May,20,Brown Trout,14.1
2021,Oneida,Delta Lake,Western,June,51700,Walleye,1.4
2021,Madison,Deruyter Reservoir,De Ruyter,April,1728000,Walleye,0.3
2021,Franklin,Deuel Pond,Santa Clara,September,150,Brook Trout,4.0
2021,Genesee,Dewitt Pond,Batavia,April,500,Brown Trout,13.0
2021,Essex,Dimmick Pond,Minerva,May,160,Brown Trout,13.0
2021,Putnam,Diverting Reservoir,Southeast,April,930,Brown Trout,8.9
2021,Putnam,Diverting Reservoir,Southeast,November,1000,Brown Trout,7.3
2021,Allegany,Dodge Creek,Clarksville,March,220,Brown Trout,13.3
2021,Allegany,Dodge Creek,Clarksville,March,1950,Rainbow Trout,9.2
2021,St Lawrence,Dog Pond,Colton,October,500,Brook Trout,4.0
2021,Westchester,Dogwood Pond,Cortlandt,April,230,Brown Trout,8.8
2021,Westchester,Dogwood Pond,Cortlandt,April,170,Brook Trout,8.9
2021,Franklin,Drain Pond,Bellmont,May,130,Rainbow Trout,10.2
2021,Clinton,Dry Mill Brook,Peru and Ausable,April,60,Brown Trout,13.5
2021,Clinton,Dry Mill Brook,Peru and Ausable,April,550,Brown Trout,8.9
2021,Warren,Duck Pond,Horicon,September,500,Brook Trout,3.9
2021,Broome,Dudley Creek,Lisle,March,40,Brown Trout,13.4
2021,Broome,Dudley Creek,Lisle,March,330,Brown Trout,8.8
2021,Cortland,Durkee Park Pond,Homer,April,230,Brown Trout,9.3
2021,Cortland,Durkee Park Pond,Homer,April,50,Brown Trout,13.7
2021,Cortland,Durkee Park Pond,Homer,April,440,Rainbow Trout,8.6
2021,Cayuga,Dutch Hollow Brook,Owasco,October,10000,Rainbow Trout,3.8
2021,Saratoga,Dwaas Kill,Halfmoon Clifton Park,April,620,Brook Trout,8.9
2021,Allegany,Dyke Creek,Andover,March,1650,Rainbow Trout,9.2
2021,Allegany,Dyke Creek,Andover,March,180,Brown Trout,13.3
2021,Essex,Eagle Lake,Crown Point Ticonderoga,April,4280,Brown Trout,8.7
2021,Essex,Eagle Lake,Ticonderoga,April,400,Brown Trout,13.0
2021,Essex,Eagle Lake,Ticonderoga,September,125,Brown Trout,15.0
2021,Warren,Eagle Pond,Johnsburg,September,150,Brook Trout,3.9
2021,Hamilton,Eagles Nest Pond,Inlet,September,400,Brook Trout,3.8
2021,Essex,Eagles Nest Pond,Moriah,September,300,Brook Trout,3.9
2021,Essex,East Branch Ausable River,Jay,April,400,Rainbow Trout,13.0
2021,Essex,East Branch Ausable River,Jay,April,6300,Brown Trout,8.5
2021,Essex,East Branch Ausable River,Jay,April,700,Brown Trout,13.5
2021,Essex,East Branch Ausable River,Jay & Keene,April,7010,Brown Trout,8.5
2021,Essex,East Branch Ausable River,Jay & Keene,April,780,Brown Trout,13.5
2021,Essex,East Branch Ausable River,Keene,April,600,Rainbow Trout,13.0
2021,Essex,East Branch Ausable River,Keene,May,1350,Brook Trout,9.0
2021,Essex,East Branch Ausable River,Keene,May,150,Brook Trout,9.0
2021,Essex,East Branch Ausable River,Keene,September,800,Rainbow Trout,15.0
2021,Broome,East Branch Nanticoke Creek,Maine,March,160,Rainbow Trout,9.1
2021,Broome,East Branch Nanticoke Creek,Maine,March,20,Brown Trout,13.4
2021,Tioga,East Branch Owego Creek,Berkshire Richford,March,210,Brown Trout,13.4
2021,Tioga,East Branch Owego Creek,Berkshire Richford,March,1890,Brown Trout,8.8
2021,Tioga,East Branch Owego Creek,Newark Valley Owego,March,130,Brown Trout,13.4
2021,Tioga,East Branch Owego Creek,Newark Valley Owego,March,1170,Brown Trout,8.8
2021,Cortland,East Branch Tioughnioga River,Cortlandville,April,360,Brown Trout,13.8
2021,Cortland,East Branch Tioughnioga River,Cortlandville,April,3270,Brown Trout,9.0
2021,Cortland,East Branch Tioughnioga River,Truxton,April,150,Brown Trout,13.8
2021,Cortland,East Branch Tioughnioga River,Truxton,April,1370,Brown Trout,9.1
2021,Fulton,East Canada Creek,Oppenheim Stratford,May,340,Brown Trout,13.1
2021,Fulton,East Canada Creek,Oppenheim Stratford,May,460,Brown Trout,13.1
2021,Fulton,East Canada Creek,Oppenheim Stratford,May,4150,Brown Trout,8.6
2021,Fulton,East Caroga Lake,Caroga,April,1040,Rainbow Trout,8.4
2021,Greene,East Kill,Jewett,April,1100,Brown Trout,8.8
2021,Greene,East Kill,Jewett,April,120,Brown Trout,8.8
2021,Wyoming,East Koy Creek,Gainesville,April,2740,Brown Trout,9.2
2021,Wyoming,East Koy Creek,Gainesville,April,2740,Brown Trout,9.2
2021,Wyoming,East Koy Creek,Gainesville,April,300,Brown Trout,13.1
2021,Wyoming,East Koy Creek,Gainesville,April,300,Brown Trout,13.1
2021,Wyoming,East Koy Creek,Gainesville,March,2740,Brown Trout,9.0
2021,Wyoming,East Koy Creek,Gainesville,March,300,Brown Trout,13.3
2021,Wyoming,East Koy Creek,Gainesville,May,300,Brown Trout,13.8
2021,Wyoming,East Koy Creek,Gainesville,May,2740,Brown Trout,10.0
2021,Suffolk,East Lake,Brookhaven,April,440,Rainbow Trout,8.9
2021,Suffolk,East Lake,Brookhaven,April,280,Brown Trout,8.7
2021,Madison,Eaton Reservoir,Eaton,April,1860,Brown Trout,7.8
2021,Madison,Eaton Reservoir,Eaton,April,760000,Walleye,0.3
2021,Franklin,Echo Pond,Santa Clara,October,500,Brook Trout,4.0
2021,Warren,Edgecomb Pond,Bolton,April,500,Rainbow Trout,9.3
2021,Warren,Edgecomb Pond,Bolton,April,100,Rainbow Trout,14.9
2021,Warren,Edgecomb Pond,Bolton,October,1100,Brook Trout,4.9
2021,Erie,Eighteenmile Creek,Boston,March,40,Brown Trout,14.1
2021,Erie,Eighteenmile Creek,Boston,March,340,Brown Trout,9.3
2021,Erie,Eighteenmile Creek,Evans,April,5000,Rainbow Trout,9.3
2021,Erie,Eighteenmile Creek,Evans,March,20000,Steelhead,5.4
2021,Erie,Eighteenmile Creek,Evans,October,10000,Rainbow Trout,6.9
2021,Niagara,Eighteenmile Creek,Newfane,April,7000,Steelhead,5.6
2021,Niagara,Eighteenmile Creek,Newfane,April,111390,Chinook,3.6
2021,Niagara,Eighteenmile Creek,Newfane,April,10000,Steelhead,5.6
2021,Niagara,Eighteenmile Creek,Newfane,March,22500,Coho,2.5
2021,Hamilton,Eighth Lake,Inlet,April,1100,Lake Trout,6.2
2021,Hamilton,Eighth Lake,Inlet,June,12160,Round Whitefish,1.0
2021,Hamilton,Eighth Lake,Inlet,May,2440,Rainbow Trout,9.3
2021,Essex,Eighth Lake Essex Chain,Newcomb,October,650,Brook Trout,3.8
2021,Hamilton,Elbow Creek Reservoir,Wells,June,100,Brook Trout,8.5
2021,Chemung,Eldridge Lake,Elmira,April,150,Brown Trout,13.0
2021,Chemung,Eldridge Lake,Elmira,April,870,Rainbow Trout,8.9
2021,Chemung,Eldridge Lake,Elmira,April,440,Rainbow Trout,8.9
2021,Otsego,Elk Brook,Maryland,April,110,Brown Trout,13.3
2021,Otsego,Elk Brook,Maryland,April,950,Brown Trout,8.9
2021,Erie,Ellicott Creek,Amherst,March,550,Rainbow Trout,8.9
2021,Erie,Ellicott Creek,Amherst,March,60,Brown Trout,14.1
2021,Cattaraugus,Elton Creek,Freedom,March,160,Brown Trout,13.3
2021,Cattaraugus,Elton Creek,Freedom,March,1440,Brown Trout,9.2
2021,Franklin,Embody Pond,Santa Clara,May,130,Brook Trout,2.0
2021,Tompkins,Enfield Ck T4,Enfield,April,10,Brown Trout,14.0
2021,Tompkins,Enfield Ck T4,Enfield,April,70,Brown Trout,8.9
2021,Tompkins,Enfield Creek,Enfield,April,50,Brown Trout,14.0
2021,Tompkins,Enfield Creek,Enfield,April,480,Brown Trout,8.9
2021,Tompkins,Enfield Creek,Ithaca (C),May,12500,Rainbow Trout,6.5
2021,Warren,English Brook,Lake George,April,45,Brook Trout,10.3
2021,Warren,English Brook,Lake George,April,450,Brook Trout,9.7
2021,Essex,Ensign Pond,Moriah,April,300,Brown Trout,13.0
2021,Herkimer,Evergreen Lake,Webb,October,840,Brook Trout,3.8
2021,Onondaga,Fabius Brook,,March,1300,Brook Trout,9.2
2021,Tompkins,Fall Creek,Groton,April,1800,Brown Trout,8.7
2021,Tompkins,Fall Creek,Groton,April,200,Brown Trout,14.0
2021,Cayuga,Fall Creek,Summer Hill,April,1310,Brook Trout,8.3
2021,Cayuga,Fall Creek,Summer Hill,November,1960,Brook Trout,7.0
2021,Hamilton,Falls Pond,Morehouse,September,1000,Brook Trout,4.4
2021,Franklin,Federation Pond,Santa Clara,October,200,Brook Trout,4.0
2021,Jefferson,Felts Mills Creek,Champion Rutland,May,1310,Brook Trout,8.9
2021,Clinton,Fern Lake,Black Brook,June,9500,Walleye,1.4
2021,Hamilton,Feullard Lake,Morehouse,September,150,Brook Trout,3.8
2021,Essex,Fifth Lake Essex Chain,Minerva,May,960,Rainbow Trout,8.5
2021,Essex,Fifth Lake Essex Chain,Minerva,May,100,Landlocked Salmon,6.7
2021,Broome,Finch Hollow Site 1 (Overbrook,Union,April,870,Rainbow Trout,8.7
2021,Chautauqua,Findley Lake,Mina,June,6600,Walleye,1.5
2021,Chautauqua,Findley Lake,Mina,October,1450,Muskellunge,8.7
2021,Hamilton,First Lake,Indian Lake,May,520,Rainbow Trout,8.5
2021,Hamilton,First Lake,Indian Lake,October,1200,Brook Trout,3.8
2021,Essex,Fish & Game Club Pond,Willsboro,May,200,Rainbow Trout,13.0
2021,Essex,Fish & Game Club Pond,Willsboro,May,125,Rainbow Trout,17.0
2021,Oneida,Fish Creek East Branch,Annsville,May,190,Brown Trout,13.4
2021,Oneida,Fish Creek East Branch,Annsville,May,210,Brown Trout,13.4
2021,Oneida,Fish Creek East Branch,Annsville,May,1860,Brown Trout,8.5
2021,Oneida,Fish Creek East Branch,Annsville,May,210,Brown Trout,13.4
2021,Oneida,Fish Creek East Branch,Annsville,May,1700,Brown Trout,8.5
2021,Oneida,Fish Creek East Branch,Annsville,May,190,Brown Trout,13.4
2021,Lewis,Fish Creek East Branch,Lewis,May,240,Brown Trout,13.5
2021,Lewis,Fish Creek East Branch,Lewis,May,160,Rainbow Trout,9.2
2021,Lewis,Fish Creek East Branch,Lewis,May,1400,Brown Trout,8.8
2021,Lewis,Fish Creek East Branch,Lewis,May,70,Brown Trout,13.1
2021,Lewis,Fish Creek East Branch,Lewis,May,2130,Brook Trout,0.6
2021,Lewis,Fish Creek East Branch,Lewis,May,70,Brown Trout,13.5
2021,Lewis,Fish Creek East Branch,Lewis,May,620,Brown Trout,8.8
2021,Oneida,Fish Creek West Branch,Annsville Camden,April,490,Brown Trout,13.6
2021,Oneida,Fish Creek West Branch,Annsville Camden,April,4370,Brown Trout,8.9
2021,Oneida,Fish Creek West Branch,Camden,April,80,Brown Trout,13.8
2021,Oneida,Fish Creek West Branch,Camden,April,710,Brown Trout,8.6
2021,Oneida,Fish Creek West Branch,Camden,June,180,Brown Trout,13.4
2021,Oneida,Fish Creek West Branch,Camden,June,1600,Brown Trout,8.4
2021,Oneida,Fish Creek West Branch,Camden,May,1600,Brown Trout,9.0
2021,Fulton,Fish Hatchery Pond,Caroga,September,200,Brook Trout,3.7
2021,Franklin,Fish Pond,,May,3000,Round Whitefish,1.0
2021,Franklin,Fishhole Pond,Franklin,April,120,Brook Trout,8.8
2021,Dutchess,Fishkill Creek,Beacon Fishkill,March,110,Brown Trout,13.2
2021,Dutchess,Fishkill Creek,Beacon Fishkill,March,1000,Brown Trout,9.0
2021,Dutchess,Fishkill Creek,Beekman,March,320,Brown Trout,13.2
2021,Dutchess,Fishkill Creek,Beekman,March,2850,Brown Trout,9.0
2021,Dutchess,Fishkill Creek,Fishkill,March,2290,Brown Trout,9.0
2021,Dutchess,Fishkill Creek,Fishkill,March,260,Brown Trout,13.2
2021,St Lawrence,Fishpole Pond,Clifton,October,400,Brook Trout,4.0
2021,Cattaraugus,Five Mile Creek,Allegany,April,100,Brown Trout,13.1
2021,Cattaraugus,Five Mile Creek,Allegany,April,890,Brown Trout,9.4
2021,Essex,Five Mile Run,Ticonderoga,March,100,Brown Trout,13.5
2021,Franklin,Follensby Clear Pond,Santa Clara,April,300,Landlocked Salmon,6.5
2021,Lewis,Forestry Pond,Lowville,June,300,Rainbow Trout,9.3
2021,Cattaraugus,Forks Creek,Great Valley,April,1110,Brown Trout,9.2
2021,Cattaraugus,Forks Creek,Great Valley,April,120,Brown Trout,13.1
2021,Suffolk,Fort Pond,East Hampton,June,7120,Walleye,1.3
2021,Schuyler,Foster Pond,Hector,April,270,Brook Trout,8.3
2021,Putnam,Foundry Brook,Philipstown,April,20,Brown Trout,13.3
2021,Putnam,Foundry Brook,Philipstown,April,220,Brown Trout,8.9
2021,Herkimer,Fourth Lake,Webb,April,5800,Lake Trout,6.3
2021,Herkimer,Fourth Lake,Webb,April,4300,Landlocked Salmon,6.5
2021,Herkimer,Fourth Lake,Webb,April,6000,Rainbow Trout,8.7
2021,Herkimer,Fourth Lake,Webb,June,2500,Rainbow Trout,9.5
2021,Herkimer,Fourth Lake,Webb,May,2000,Rainbow Trout,8.9
2021,Hamilton,Franks Pond,Arietta,September,200,Brook Trout,3.7
2021,Herkimer,Fulmer Creek,German Flats,April,70,Rainbow Trout,10.5
2021,Herkimer,Fulmer Creek,German Flats,April,630,Rainbow Trout,9.5
2021,Onondaga,Furnace Brook,,March,400,Brook Trout,9.2
2021,Hamilton,G Lake,Arietta,September,1800,Brook Trout,3.7
2021,Warren,Gay Pond,Warrensburg,September,200,Brook Trout,3.9
2021,Onondaga,Geddes Brook,,March,100,Brown Trout,12.0
2021,Onondaga,Geddes Brook,,March,400,Brown Trout,9.0
2021,Chenango,Genegantslet Creek,Greene,April,1940,Brown Trout,8.8
2021,Chenango,Genegantslet Creek,Greene,April,220,Brown Trout,13.0
2021,Chenango,Genegantslet Creek,Smithville,April,170,Brown Trout,8.8
2021,Chenango,Genegantslet Creek,Smithville,April,20,Brown Trout,13.0
2021,Chenango,Genegantslet Creek,Smithville,April,490,Brown Trout,8.8
2021,Chenango,Genegantslet Creek,Smithville,April,60,Brown Trout,13.0
2021,Allegany,Genesee River,Amity,April,4960,Brown Trout,9.2
2021,Allegany,Genesee River,Amity,April,550,Brown Trout,13.1
2021,Allegany,Genesee River,Amity,April,4960,Rainbow Trout,9.2
2021,Allegany,Genesee River,Amity,April,550,Brown Trout,13.1
2021,Allegany,Genesee River,Amity,March,550,Brown Trout,13.3
2021,Allegany,Genesee River,Amity,March,4960,Rainbow Trout,9.2
2021,Allegany,Genesee River,Amity,May,550,Brown Trout,13.8
2021,Allegany,Genesee River,Amity,May,4960,Brown Trout,10.0
2021,Allegany,Genesee River,Amity,November,1270,Brown Trout,13.2
2021,Allegany,Genesee River,Amity,October,14880,Rainbow Trout,6.1
2021,Monroe,Genesee River,Rochester,April,35000,Steelhead,5.0
2021,Monroe,Genesee River,Rochester,June,15000,Chinook,3.5
2021,Monroe,Genesee River,Rochester,May,111390,Chinook,3.2
